"variable","Estimate","Std..Error","z.value","Pr...z.."
"PAR_ASEV29",-2991.76943957624,1272.34405910826,-2.35138398152546,0.0187037213802979
"PAR_ASEV32",1136.75982306631,570.240239055445,1.99347528499437,0.0462094272451065
"PAR_ASEV33",-37276.1704490367,21510.3178243232,-1.7329437320952,0.0831056703141261
"PAR_ASEV34",33660.6367756201,21684.8855838873,1.55226259531806,0.120599404016026
"PAR_ASC",-3.53567581807824,0.506665344336824,-6.97832574814466,2.98718409611851e-12
"PAR_ASC_V",-0.660961096110242,0.193768435496692,-3.41108754073377,0.000647043139516286
"PAR_ASS",-1.93726614596031,1.03427194475667,-1.87307231505354,0.0610583997450542
"PAR_ASS_V",13.7618398262525,2.26988286186129,6.06279736169641,1.33774166314165e-09
"PAR_SFM3",-44.5165349455395,7.64188432061247,-5.82533483599916,5.69982047325499e-09
"PAR_SFM5",-31.8156290427479,10.278116462074,-3.09547271235415,0.00196499452711595
"PAR_SFM6",-6.35698032898355,13.1835858621547,-0.482189018636587,0.629671677074618
"PAR_SFM7",-35.6582702854926,19.3039863809381,-1.84719723594002,0.0647185598458762
"PAR_SFM10",87.6926259548535,17.1060575728835,5.12640774072126,2.95322669072261e-07
"PAR_SFM11",17.9506955083785,24.6360958212365,0.72863393772421,0.466225612978594
"PAR_SFM12",-12.1237557834228,27.1086325215142,-0.447228600476287,0.654710013125146
"PAR_SFM14",-85.0878310764981,16.0072618591091,-5.31557688163126,1.06319946496077e-07
"PAR_SFM16",219.74666939888,22.0900698160386,9.94775803014132,2.57928382048962e-23
"PAR_SFM19",-49.5369415717407,22.4941605187418,-2.20221339358129,0.0276502384094329
"PAR_SFM20",-85.350380404865,26.7964207046231,-3.18514108080636,0.00144683454514475
"PAR_SFM22",92.2441750249591,11.3997304568288,8.09178562372955,5.87963267769435e-16
"PAR_SFM23",-38.0334331468306,13.672101979198,-2.78182778366472,0.00540537150134173
"PAR_SFM24",-3686.79318441685,671.858042487726,-5.48745858688474,4.0775757057336e-08
"PAR_SFMV1",-242.823333912144,95.2178137851956,-2.55018808203196,0.0107664818123636
"PAR_SFMV3",427.499467667756,256.470008002393,1.66685949362066,0.0955423469625121
"PAR_SFMV5",4.56222838737772,542.257147973302,0.00841340387015487,0.993287154143505
"PAR_SFMV11",3521.37033127435,1230.58273437309,2.8615469995752,0.00421578991682658
"PAR_SFMV13",1035.39819384068,384.421110092083,2.69339577525454,0.00707282550659074
"PAR_SFMV16",-4488.08563078911,1149.26097668554,-3.90519274719717,9.41503125806494e-05
"PAR_SFMV18",419.783030762754,530.119490568816,0.791864925230969,0.428439440435067
"PAR_SFMV19",-3883.018325139,1114.80713254267,-3.48313014133895,0.000495587384648834
"PAR_SFMV20",3245.01760124137,1301.71704399672,2.49287478888503,0.012671352180947
"PAR_SFMV24",-183149.096996593,52820.9151306284,-3.46735940760695,0.00052559861102276
"PAR_MFCC3",-4.70241648748737,0.910182210303857,-5.16645616037421,2.38574127569161e-07
"PAR_MFCC6",-3.62948314693453,0.782059103017351,-4.64093203816848,3.46841193772888e-06
"PAR_MFCC8",7.05577298348171,1.01772455482787,6.93289058420632,4.12327123602893e-12
"PAR_MFCC9",-1.79463119255996,1.13434190990882,-1.58209017658901,0.113628985847796
"PAR_MFCC10",7.13071654688004,1.23963270786415,5.75228170541424,8.80469212876361e-09
"PAR_MFCC11",-2.50587958717964,1.19009206499207,-2.10561826340414,0.0352375249229459
"PAR_MFCC12",5.46231802096612,1.5292894496577,3.57180128470039,0.000354534381563176
"PAR_MFCC15",4.76101797509433,2.01422282474328,2.36369974394523,0.0180934700712561
"PAR_MFCC16",6.34731083270219,1.6678988107917,3.8055730909055,0.000141476226138451
"PAR_MFCC17",10.0576107219134,2.22122692925797,4.52795281267065,5.95578767595803e-06
"PAR_MFCC19",-8.02026131329349,1.6866707341178,-4.75508417325355,1.98363751978892e-06
"PAR_MFCC20",-0.30921452700231,1.69810091437662,-0.182094317472189,0.855508708181348
"PAR_THR_2RMS_TOT",-115.045159170671,27.331625767161,-4.20923219682373,2.56239954121763e-05
"PAR_THR_3RMS_TOT",-289.306496328703,50.2059939609439,-5.76238957750262,8.29313001044768e-09
"PAR_THR_1RMS_10FR_MEAN",75.421267883028,13.0114669116577,5.79652305117525,6.77038826761984e-09
"PAR_THR_2RMS_10FR_VAR",-3401.38465004615,2505.5764647274,-1.35752578216215,0.174614207083541
"PAR_THR_3RMS_10FR_MEAN",580.144875419056,105.340762269316,5.5073160941806,3.64345709527297e-08
"PAR_THR_3RMS_10FR_VAR",-21728.2964303562,13277.3466112615,-1.63649387686594,0.101736266166446
"PAR_PEAK_RMS10FR_MEAN",-0.0671328227681985,0.019432353325519,-3.45469339938556,0.000550918933063367
"PAR_PEAK_RMS10FR_VAR",0.000129878767018096,5.73067203071026e-05,2.26637934123755,0.023428167355362
"PAR_3RMS_TCD",619.532795749208,118.35803535662,5.23439573732799,1.65525473488611e-07
